,date_sampling,PRCP
251,2020-09-08,
252,2020-09-09,
253,2020-09-10,
254,2020-09-11,
255,2020-09-12,
256,2020-09-13,
257,2020-09-14,
258,2020-09-15,
259,2020-09-16,
260,2020-09-17,
261,2020-09-18,
262,2020-09-19,
263,2020-09-20,
264,2020-09-21,
265,2020-09-22,
266,2020-09-23,
267,2020-09-24,
268,2020-09-25,
269,2020-09-26,
270,2020-09-27,
271,2020-09-28,
272,2020-09-29,
273,2020-09-30,
274,2020-10-01,
275,2020-10-02,
276,2020-10-03,
277,2020-10-04,
278,2020-10-05,
279,2020-10-06,
280,2020-10-07,
281,2020-10-08,
282,2020-10-09,
283,2020-10-10,
284,2020-10-11,
285,2020-10-12,
286,2020-10-13,
287,2020-10-14,
288,2020-10-15,
289,2020-10-16,
290,2020-10-17,
291,2020-10-18,
292,2020-10-19,
293,2020-10-20,
294,2020-10-21,
295,2020-10-22,
296,2020-10-23,
297,2020-10-24,
298,2020-10-25,
299,2020-10-26,
300,2020-10-27,
301,2020-10-28,
302,2020-10-29,
303,2020-10-30,
304,2020-10-31,
305,2020-11-01,
306,2020-11-02,
307,2020-11-03,
308,2020-11-04,
309,2020-11-05,
310,2020-11-06,
311,2020-11-07,
312,2020-11-08,
313,2020-11-09,
314,2020-11-10,
315,2020-11-11,
316,2020-11-12,
317,2020-11-13,
318,2020-11-14,
319,2020-11-15,
320,2020-11-16,
321,2020-11-17,
322,2020-11-18,
323,2020-11-19,
324,2020-11-20,
325,2020-11-21,
326,2020-11-22,
327,2020-11-23,
328,2020-11-24,
329,2020-11-25,
330,2020-11-26,
331,2020-11-27,
332,2020-11-28,
333,2020-11-29,
334,2020-11-30,
335,2020-12-01,
336,2020-12-02,
337,2020-12-03,
338,2020-12-04,
339,2020-12-05,
340,2020-12-06,
341,2020-12-07,
342,2020-12-08,
343,2020-12-09,
344,2020-12-10,
345,2020-12-11,
346,2020-12-12,
347,2020-12-13,
348,2020-12-14,
349,2020-12-15,
350,2020-12-16,
351,2020-12-17,
352,2020-12-18,
353,2020-12-19,
354,2020-12-20,
355,2020-12-21,
356,2020-12-22,
357,2020-12-23,
358,2020-12-24,
359,2020-12-25,
360,2020-12-26,
361,2020-12-27,
362,2020-12-28,
363,2020-12-29,
364,2020-12-30,
365,2020-12-31,
366,2021-01-01,
367,2021-01-02,
368,2021-01-03,
369,2021-01-04,
370,2021-01-05,
371,2021-01-06,
372,2021-01-07,
373,2021-01-08,
374,2021-01-09,
375,2021-01-10,
376,2021-01-11,
377,2021-01-12,
378,2021-01-13,
379,2021-01-14,
380,2021-01-15,
381,2021-01-16,
382,2021-01-17,
383,2021-01-18,
384,2021-01-19,
385,2021-01-20,
386,2021-01-21,
387,2021-01-22,
388,2021-01-23,
389,2021-01-24,
390,2021-01-25,
391,2021-01-26,
392,2021-01-27,
393,2021-01-28,
394,2021-01-29,
395,2021-01-30,
396,2021-01-31,
397,2021-02-01,
398,2021-02-02,
399,2021-02-03,
400,2021-02-04,
401,2021-02-05,
402,2021-02-06,
403,2021-02-07,
404,2021-02-08,
405,2021-02-09,
406,2021-02-10,
407,2021-02-11,
408,2021-02-12,
409,2021-02-13,
410,2021-02-14,
411,2021-02-15,
412,2021-02-16,
413,2021-02-17,
414,2021-02-18,
415,2021-02-19,
416,2021-02-20,
417,2021-02-21,
418,2021-02-22,
419,2021-02-23,
420,2021-02-24,
421,2021-02-25,
422,2021-02-26,
423,2021-02-27,
424,2021-02-28,
425,2021-03-01,
426,2021-03-02,
427,2021-03-03,
428,2021-03-04,
429,2021-03-05,
430,2021-03-06,
431,2021-03-07,
432,2021-03-08,
433,2021-03-09,
434,2021-03-10,
435,2021-03-11,
436,2021-03-12,
437,2021-03-13,
438,2021-03-14,
439,2021-03-15,
440,2021-03-16,
441,2021-03-17,
442,2021-03-18,
443,2021-03-19,
444,2021-03-20,
445,2021-03-21,
446,2021-03-22,
447,2021-03-23,
448,2021-03-24,
449,2021-03-25,
450,2021-03-26,
451,2021-03-27,
452,2021-03-28,
453,2021-03-29,
454,2021-03-30,
455,2021-03-31,
456,2021-04-01,
457,2021-04-02,
458,2021-04-03,
459,2021-04-04,
460,2021-04-05,
461,2021-04-06,
462,2021-04-07,
463,2021-04-08,
464,2021-04-09,
465,2021-04-10,
466,2021-04-11,
467,2021-04-12,
468,2021-04-13,
469,2021-04-14,
470,2021-04-15,
471,2021-04-16,
472,2021-04-17,
473,2021-04-18,
474,2021-04-19,
475,2021-04-20,
476,2021-04-21,
477,2021-04-22,
478,2021-04-23,
479,2021-04-24,
480,2021-04-25,
481,2021-04-26,
482,2021-04-27,
483,2021-04-28,
484,2021-04-29,
485,2021-04-30,
486,2021-05-01,
487,2021-05-02,
488,2021-05-03,
489,2021-05-04,
490,2021-05-05,
491,2021-05-06,
492,2021-05-07,
493,2021-05-08,
494,2021-05-09,
495,2021-05-10,
496,2021-05-11,
497,2021-05-12,
498,2021-05-13,
499,2021-05-14,
500,2021-05-15,
501,2021-05-16,
502,2021-05-17,
503,2021-05-18,
504,2021-05-19,
505,2021-05-20,
506,2021-05-21,
507,2021-05-22,
508,2021-05-23,
509,2021-05-24,
510,2021-05-25,
511,2021-05-26,
512,2021-05-27,
513,2021-05-28,
514,2021-05-29,
515,2021-05-30,
516,2021-05-31,
517,2021-06-01,
518,2021-06-02,
519,2021-06-03,
520,2021-06-04,
521,2021-06-05,
522,2021-06-06,
523,2021-06-07,
524,2021-06-08,
525,2021-06-09,
526,2021-06-10,
527,2021-06-11,
528,2021-06-12,
529,2021-06-13,
530,2021-06-14,
531,2021-06-15,
532,2021-06-16,
533,2021-06-17,
534,2021-06-18,
535,2021-06-19,
536,2021-06-20,
537,2021-06-21,
538,2021-06-22,
539,2021-06-23,
540,2021-06-24,
541,2021-06-25,
542,2021-06-26,
543,2021-06-27,
544,2021-06-28,
545,2021-06-29,
546,2021-06-30,
547,2021-07-01,
548,2021-07-02,
549,2021-07-03,
550,2021-07-04,
551,2021-07-05,
552,2021-07-06,
553,2021-07-07,
554,2021-07-08,
555,2021-07-09,
556,2021-07-10,
557,2021-07-11,
558,2021-07-12,
559,2021-07-13,
560,2021-07-14,
561,2021-07-15,
562,2021-07-16,
563,2021-07-17,
564,2021-07-18,
565,2021-07-19,
566,2021-07-20,
567,2021-07-21,
568,2021-07-23,
569,2021-07-24,
570,2021-07-25,
571,2021-07-26,
572,2021-07-27,
573,2021-07-28,
574,2021-07-29,
575,2021-07-30,
576,2021-07-31,
577,2021-08-01,
578,2021-08-02,
579,2021-08-03,
580,2021-08-04,
581,2021-08-05,
582,2021-08-06,
583,2021-08-07,
584,2021-08-08,
585,2021-08-09,
586,2021-08-10,
587,2021-08-11,
588,2021-08-12,
589,2021-08-13,
590,2021-08-14,
591,2021-08-15,
592,2021-08-16,
593,2021-08-17,
594,2021-08-18,
595,2021-08-19,
596,2021-08-20,
597,2021-08-21,
598,2021-08-22,
599,2021-08-23,
600,2021-08-24,
601,2021-08-25,
602,2021-08-26,
603,2021-08-27,
604,2021-08-28,
605,2021-08-29,
606,2021-08-30,
607,2021-08-31,
608,2021-09-01,
609,2021-09-02,
610,2021-09-03,
611,2021-09-04,
612,2021-09-05,
613,2021-09-06,
614,2021-09-07,
615,2021-09-08,
616,2021-09-09,
617,2021-09-10,
618,2021-09-11,
619,2021-09-12,
620,2021-09-13,
621,2021-09-14,
622,2021-09-15,
623,2021-09-16,
624,2021-09-17,
625,2021-09-18,
626,2021-09-19,
627,2021-09-20,
628,2021-09-21,
629,2021-09-22,
630,2021-09-23,
631,2021-09-24,
632,2021-09-25,
633,2021-09-26,
634,2021-09-27,
635,2021-09-28,
636,2021-09-29,
637,2021-09-30,
638,2021-10-01,
639,2021-10-02,
640,2021-10-03,
641,2021-10-04,
642,2021-10-05,
643,2021-10-06,
644,2021-10-07,
645,2021-10-08,
646,2021-10-09,
647,2021-10-10,
648,2021-10-11,
649,2021-10-12,
650,2021-10-13,
651,2021-10-14,
652,2021-10-15,
653,2021-10-16,
654,2021-10-17,
655,2021-10-18,
656,2021-10-19,
657,2021-10-20,
658,2021-10-21,
659,2021-10-22,
660,2021-10-23,
661,2021-10-24,
662,2021-10-25,
663,2021-10-26,
664,2021-10-27,
665,2021-10-28,
666,2021-10-29,
667,2021-10-30,
668,2021-10-31,
669,2021-11-01,
670,2021-11-02,
671,2021-11-03,
672,2021-11-04,
673,2021-11-05,
674,2021-11-06,
675,2021-11-07,
676,2021-11-08,
677,2021-11-09,
678,2021-11-10,
679,2021-11-11,
680,2021-11-12,
681,2021-11-13,
682,2021-11-14,
683,2021-11-15,
684,2021-11-16,
685,2021-11-17,
686,2021-11-18,
687,2021-11-19,
688,2021-11-20,
689,2021-11-21,
690,2021-11-22,
691,2021-11-23,
692,2021-11-24,
693,2021-11-25,
694,2021-11-26,
695,2021-11-27,
696,2021-11-28,
697,2021-11-29,
698,2021-11-30,
699,2021-12-01,
700,2021-12-02,
701,2021-12-03,
702,2021-12-04,
703,2021-12-05,
704,2021-12-06,
705,2021-12-07,
706,2021-12-08,
707,2021-12-09,
708,2021-12-10,
709,2021-12-11,
710,2021-12-12,
711,2021-12-13,
712,2021-12-14,
713,2021-12-15,
714,2021-12-16,
715,2021-12-17,
716,2021-12-18,
717,2021-12-19,
718,2021-12-20,
719,2021-12-21,
720,2021-12-22,
721,2021-12-23,
722,2021-12-24,
723,2021-12-25,
724,2021-12-26,
725,2021-12-27,
726,2021-12-28,
727,2021-12-29,
728,2021-12-30,
729,2021-12-31,
730,2022-01-01,
731,2022-01-02,
732,2022-01-03,
733,2022-01-04,
734,2022-01-05,
735,2022-01-06,
736,2022-01-07,
737,2022-01-08,
738,2022-01-09,
739,2022-01-10,
740,2022-01-11,
741,2022-01-12,
742,2022-01-13,
743,2022-01-14,
744,2022-01-15,
745,2022-01-16,
746,2022-01-17,
747,2022-01-18,
748,2022-01-19,
749,2022-01-20,
750,2022-01-21,
751,2022-01-22,
752,2022-01-23,
753,2022-01-24,
754,2022-01-25,
755,2022-01-26,
756,2022-01-27,
757,2022-01-28,
758,2022-01-29,
759,2022-01-30,
760,2022-01-31,
761,2022-02-01,
762,2022-02-02,
763,2022-02-03,
764,2022-02-04,
765,2022-02-05,
766,2022-02-06,
767,2022-02-07,
768,2022-02-08,
769,2022-02-09,
770,2022-02-10,
771,2022-02-11,
772,2022-02-12,
773,2022-02-13,
774,2022-02-14,
775,2022-02-15,
776,2022-02-16,
777,2022-02-17,
778,2022-02-18,
779,2022-02-19,
780,2022-02-20,
781,2022-02-21,
782,2022-02-22,
783,2022-02-23,
784,2022-02-24,
785,2022-02-25,
786,2022-02-26,
787,2022-02-27,
788,2022-02-28,
789,2022-03-01,
790,2022-03-02,
791,2022-03-03,
792,2022-03-04,
793,2022-03-05,
794,2022-03-06,
795,2022-03-07,
796,2022-03-08,
797,2022-03-09,
798,2022-03-10,
799,2022-03-11,
800,2022-03-12,
801,2022-03-13,
802,2022-03-14,
803,2022-03-15,
804,2022-03-16,
805,2022-03-17,
806,2022-03-18,
807,2022-03-19,
808,2022-03-20,
809,2022-03-21,
810,2022-03-22,
811,2022-03-23,
812,2022-03-24,
813,2022-03-25,
814,2022-03-26,
815,2022-03-27,
816,2022-03-28,
817,2022-03-29,
818,2022-03-30,
819,2022-03-31,
820,2022-04-01,
821,2022-04-02,
822,2022-04-03,
823,2022-04-04,
824,2022-04-05,
825,2022-04-06,
826,2022-04-07,
827,2022-04-08,
828,2022-04-09,
829,2022-04-10,
830,2022-04-11,
831,2022-04-12,
832,2022-04-13,
833,2022-04-14,
834,2022-04-15,
835,2022-04-16,
836,2022-04-17,
837,2022-04-18,
838,2022-04-19,
839,2022-04-20,
840,2022-04-21,
841,2022-04-22,
842,2022-04-23,
843,2022-04-24,
844,2022-04-25,
845,2022-04-26,
846,2022-04-27,
847,2022-04-28,
848,2022-04-29,
849,2022-04-30,
850,2022-05-01,
851,2022-05-02,
852,2022-05-03,
853,2022-05-04,
854,2022-05-05,
855,2022-05-06,
856,2022-05-07,
857,2022-05-08,
858,2022-05-09,
859,2022-05-10,
860,2022-05-11,
861,2022-05-12,
862,2022-05-13,
863,2022-05-14,
864,2022-05-15,
865,2022-05-16,
866,2022-05-17,
867,2022-05-18,
868,2022-05-19,
869,2022-05-20,
870,2022-05-21,
871,2022-05-22,
872,2022-05-23,
873,2022-05-24,
874,2022-05-25,
875,2022-05-26,
876,2022-05-27,
877,2022-05-28,
878,2022-05-29,
879,2022-05-30,
880,2022-05-31,
881,2022-06-01,
882,2022-06-02,
883,2022-06-03,
884,2022-06-04,
885,2022-06-05,
886,2022-06-06,
887,2022-06-07,
888,2022-06-08,
889,2022-06-09,
890,2022-06-10,
891,2022-06-11,
892,2022-06-12,
893,2022-06-13,
894,2022-06-14,
895,2022-06-15,
896,2022-06-16,
897,2022-06-17,
898,2022-06-18,
899,2022-06-19,
900,2022-06-20,
901,2022-06-21,
902,2022-06-22,
903,2022-06-23,
904,2022-06-24,
905,2022-06-25,
906,2022-06-26,
907,2022-06-27,
908,2022-06-28,
909,2022-06-29,
910,2022-06-30,
911,2022-07-01,
912,2022-07-02,
913,2022-07-03,
914,2022-07-04,
915,2020-01-03,0.0
916,2020-01-05,0.01
917,2020-01-06,0.01
918,2020-01-07,0.0
919,2020-01-08,0.0
920,2020-01-09,0.0
921,2020-01-11,0.0
922,2020-01-12,0.0
923,2020-01-17,0.36
924,2020-01-20,0.0
925,2020-01-24,0.0
926,2020-01-25,0.0
927,2020-01-28,0.0
928,2020-01-29,0.0
929,2020-01-30,0.0
930,2020-01-31,0.0
931,2020-02-01,0.0
932,2020-02-02,0.0
933,2020-02-03,0.0
934,2020-02-04,0.0
935,2020-02-08,0.0
936,2020-02-11,0.0
937,2020-02-12,0.0
938,2020-02-17,0.0
939,2020-02-18,0.0
940,2020-02-21,0.0
941,2020-02-22,0.0
942,2020-02-25,0.0
943,2020-02-26,0.0
944,2020-03-04,0.0
945,2020-03-05,0.0
946,2020-03-06,0.0
947,2020-03-07,0.0
948,2020-03-08,0.0
949,2020-03-09,0.0
950,2020-03-10,0.0
951,2020-03-11,0.16
952,2020-03-14,0.0
953,2020-03-15,0.0
954,2020-03-18,0.0
955,2020-03-19,0.0
956,2020-03-24,0.0
957,2020-03-25,0.0
958,2020-03-26,0.06
959,2020-03-27,0.0
960,2020-03-28,0.0
961,2020-03-29,0.0
962,2020-04-01,0.0
963,2020-04-02,0.0
964,2020-04-05,0.0
965,2020-04-06,0.84
966,2020-04-09,0.5
967,2020-04-10,0.17
968,2020-04-11,0.0
969,2020-04-12,0.0
970,2020-04-13,0.0
971,2020-04-14,0.0
972,2020-04-15,0.0
973,2020-04-16,0.0
974,2020-04-20,0.0
975,2020-04-23,0.0
976,2020-04-24,0.0
977,2020-04-27,0.0
978,2020-04-28,0.0
979,2020-05-01,0.0
980,2020-05-02,0.0
981,2020-05-03,0.0
982,2020-05-04,0.0
983,2020-05-07,0.0
984,2020-05-11,0.0
985,2020-05-12,0.0
986,2020-05-15,0.0
987,2020-05-16,0.0
988,2020-05-17,0.0
989,2020-05-18,0.0
990,2020-05-19,0.0
991,2020-05-20,0.0
992,2020-05-21,0.0
993,2020-05-22,0.0
994,2020-05-25,0.0
995,2020-05-26,0.0
996,2020-05-29,0.0
997,2020-05-30,0.0
998,2020-06-02,0.0
999,2020-06-03,0.0
1000,2020-06-04,0.0
1001,2020-06-05,0.0
1002,2020-06-08,0.0
1003,2020-06-09,0.0
1004,2020-06-16,0.0
1005,2020-06-22,0.0
1006,2020-06-23,0.0
1007,2020-06-26,0.0
1008,2020-06-30,0.0
1009,2020-07-10,0.0
1010,2020-07-14,0.0
1011,2020-07-15,0.0
1012,2020-07-18,0.0
1013,2020-07-19,0.0
1014,2020-07-27,0.0
1015,2020-07-28,0.0
1016,2020-07-29,0.0
1017,2020-08-05,0.0
1018,2020-08-15,0.0
1019,2020-08-16,0.0
1020,2020-08-20,0.0
1021,2020-08-23,0.0
1022,2020-08-24,0.0
1023,2020-09-06,0.0
1024,2020-09-07,0.0
1025,2020-09-10,0.0
1026,2020-09-11,0.0
1027,2020-09-14,0.0
1028,2020-09-15,0.0
1029,2020-09-20,0.0
1030,2020-09-25,0.0
1031,2020-09-28,0.0
1032,2020-09-29,0.0
1033,2020-10-01,0.0
1034,2020-10-02,0.0
1035,2020-10-03,0.0
1036,2020-10-06,0.0
1037,2020-10-07,0.0
1038,2020-10-08,0.0
1039,2020-10-10,0.0
1040,2020-10-11,0.0
1041,2020-10-20,0.0
1042,2020-10-21,0.0
1043,2020-10-24,0.0
1044,2020-10-25,0.0
1045,2020-10-28,0.0
1046,2020-10-29,0.0
1047,2020-11-07,0.0
1048,2020-11-08,0.1
1049,2020-11-11,0.0
1050,2020-11-12,0.0
1051,2020-11-13,0.0
1052,2020-11-14,0.0
1053,2020-11-17,0.0
1054,2020-11-18,0.0
1055,2020-11-23,0.0
1056,2020-11-24,0.0
1057,2020-11-25,0.0
1058,2020-11-26,0.0
1059,2020-11-29,0.0
1060,2020-11-30,0.0
1061,2020-12-05,0.0
1062,2020-12-06,0.0
1063,2020-12-07,0.0
1064,2020-12-08,0.0
1065,2020-12-09,0.0
1066,2020-12-10,0.0
1067,2020-12-11,0.0
1068,2020-12-12,0.0
1069,2020-12-15,0.0
1070,2020-12-16,0.0
1071,2020-12-25,0.0
1072,2020-12-26,0.0
1073,2020-12-28,0.1
1074,2020-12-29,0.3
1075,2020-12-30,0.0
1076,2021-01-02,0.0
1077,2021-01-03,0.0
1078,2021-01-10,0.0
1079,2021-02-21,0.0
1080,2021-02-22,0.0
1081,2021-02-27,0.0
1082,2021-02-28,0.0
1083,2021-03-03,0.0
1084,2021-03-04,0.0
1085,2021-03-11,0.21
1086,2021-03-12,0.0
1087,2021-03-13,0.0
1088,2021-03-14,0.0
1089,2021-03-17,0.0
1090,2021-03-18,0.0
1091,2021-03-23,0.0
1092,2021-03-24,0.0
1093,2021-03-27,0.0
1094,2021-03-28,0.0
1095,2021-04-04,0.0
1096,2021-04-05,0.0
1097,2021-04-06,0.0
1098,2021-04-07,0.0
1099,2021-04-08,0.0
1100,2021-04-09,0.0
1101,2021-04-10,0.0
1102,2021-04-11,0.0
1103,2021-04-14,0.0
1104,2021-04-15,0.0
1105,2021-04-18,0.0
1106,2021-04-19,0.0
1107,2021-04-22,0.0
1108,2021-04-23,0.0
1109,2021-04-24,0.0
1110,2021-04-25,0.0
1111,2021-04-26,0.48
1112,2021-04-27,0.0
1113,2021-04-28,0.0
1114,2021-04-29,0.0
1115,2021-04-30,0.0
1116,2021-05-01,0.0
1117,2021-05-02,0.0
1118,2021-05-03,0.0
1119,2021-05-06,0.0
1120,2021-05-07,0.0
1121,2021-05-10,0.0
1122,2021-05-11,0.0
1123,2021-05-12,0.0
1124,2021-05-13,0.0
1125,2021-05-14,0.0
1126,2021-05-15,0.0
1127,2021-05-16,0.0
1128,2021-05-17,0.0
1129,2021-05-20,0.0
1130,2021-05-21,0.0
1131,2021-05-24,0.0
1132,2021-05-25,0.0
1133,2021-05-28,0.0
1134,2021-05-29,0.0
1135,2021-05-30,0.0
1136,2021-05-31,0.0
1137,2021-06-01,0.0
1138,2021-06-02,0.0
1139,2021-06-03,0.0
1140,2021-06-04,0.0
1141,2021-06-07,0.0
1142,2021-06-11,0.0
1143,2021-06-12,0.0
1144,2021-06-15,0.0
1145,2021-06-16,0.0
1146,2021-06-17,0.0
1147,2021-06-18,0.0
1148,2021-06-19,0.0
1149,2021-06-20,0.0
1150,2021-06-21,0.0
1151,2021-06-25,0.0
1152,2021-06-26,0.0
1153,2021-07-05,0.0
1154,2021-07-06,0.0
1155,2021-07-07,0.0
1156,2021-07-09,0.0
1157,2021-07-10,0.0
1158,2021-07-13,0.0
1159,2021-07-14,0.0
1160,2021-07-17,0.0
1161,2021-07-21,0.0
1162,2021-07-23,0.0
1163,2021-07-24,0.0
1164,2021-07-25,0.0
1165,2021-07-27,0.02
1166,2021-07-28,0.0
1167,2021-07-31,0.0
1168,2021-08-01,0.0
1169,2021-08-04,0.0
1170,2021-08-05,0.0
1171,2021-08-08,0.0
1172,2021-08-09,0.0
1173,2021-08-10,0.0
1174,2021-08-12,0.0
1175,2021-08-14,0.0
1176,2021-08-15,0.0
1177,2021-08-16,0.0
1178,2021-08-17,0.0
1179,2021-08-18,0.0
1180,2021-08-19,0.0
1181,2021-08-20,0.0
1182,2021-08-21,0.0
1183,2021-08-23,0.0
1184,2021-08-24,0.0
1185,2021-08-25,0.0
1186,2021-08-26,0.0
1187,2021-08-28,0.0
1188,2021-08-29,0.0
1189,2021-08-30,0.0
1190,2021-09-01,0.0
1191,2021-09-02,0.0
1192,2021-09-05,0.0
1193,2021-09-06,0.0
1194,2021-09-09,0.0
1195,2021-09-10,0.0
1196,2021-09-13,0.0
1197,2021-09-14,0.0
1198,2021-09-16,0.0
1199,2021-09-17,0.0
1200,2021-09-19,0.0
1201,2021-09-20,0.0
1202,2021-09-21,0.0
1203,2021-09-22,0.0
1204,2021-09-23,0.0
1205,2021-09-24,0.0
1206,2021-09-25,0.0
1207,2021-09-26,0.0
1208,2021-09-27,0.0
1209,2021-09-28,0.0
1210,2021-09-29,0.0
1211,2021-09-30,0.0
1212,2021-10-01,0.0
1213,2021-10-02,0.0
1214,2021-10-03,0.0
1215,2021-10-04,0.0
1216,2021-10-05,0.0
1217,2021-10-06,0.0
1218,2021-10-07,0.0
1219,2021-10-09,0.0
1220,2021-10-10,0.0
1221,2021-10-11,0.0
1222,2021-10-13,0.0
1223,2021-10-14,0.0
1224,2021-10-15,0.0
1225,2021-10-16,0.0
1226,2021-10-17,0.0
1227,2021-10-18,0.02
1228,2021-10-20,0.0
1229,2021-10-21,0.0
1230,2021-10-22,0.0
1231,2021-10-24,0.0
1232,2021-10-25,0.0
1233,2021-10-26,1.0
1234,2021-10-27,0.0
1235,2021-10-28,0.0
1236,2021-10-29,0.0
1237,2021-10-30,0.0
1238,2021-10-31,0.0
1239,2021-11-02,0.0
1240,2021-11-04,0.0
1241,2021-11-05,0.0
1242,2021-11-06,0.0
1243,2021-11-08,0.0
1244,2021-11-09,0.1
1245,2021-11-11,0.0
1246,2021-11-13,0.0
1247,2021-11-14,0.0
1248,2021-11-15,0.0
1249,2021-11-16,0.1
1250,2021-11-17,0.0
1251,2021-11-18,0.0
1252,2021-11-19,0.03
1253,2021-11-20,0.05
1254,2021-11-21,0.02
1255,2021-11-22,0.05
1256,2021-11-23,0.02
1257,2021-11-24,0.02
1258,2021-11-25,0.01
1259,2021-11-26,0.0
1260,2021-11-27,0.0
1261,2021-11-28,0.0
1262,2021-11-29,0.0
1263,2021-11-30,0.0
1264,2021-12-01,0.0
