,date_sampling,PRCP
251,2020-09-08,
252,2020-09-09,
253,2020-09-10,
254,2020-09-11,
255,2020-09-12,
256,2020-09-13,
257,2020-09-14,
258,2020-09-15,
259,2020-09-16,
260,2020-09-17,
261,2020-09-18,
262,2020-09-19,
263,2020-09-20,
264,2020-09-21,
265,2020-09-22,
266,2020-09-23,
267,2020-09-24,
268,2020-09-25,
269,2020-09-26,
270,2020-09-27,
271,2020-09-28,
272,2020-09-29,
273,2020-09-30,
274,2020-10-01,
275,2020-10-02,
276,2020-10-03,
277,2020-10-04,
278,2020-10-05,
279,2020-10-06,
280,2020-10-07,
281,2020-10-08,
282,2020-10-09,
283,2020-10-10,
284,2020-10-11,
285,2020-10-12,
286,2020-10-13,
287,2020-10-14,
288,2020-10-15,
289,2020-10-16,
290,2020-10-17,
291,2020-10-18,
292,2020-10-19,
293,2020-10-20,
294,2020-10-21,
295,2020-10-22,
296,2020-10-23,
297,2020-10-24,
298,2020-10-25,
299,2020-10-26,
300,2020-10-27,
301,2020-10-28,
302,2020-10-29,
303,2020-10-30,
304,2020-10-31,
305,2020-11-01,
306,2020-11-02,
307,2020-11-03,
308,2020-11-04,
309,2020-11-05,
310,2020-11-06,
311,2020-11-07,
312,2020-11-08,
313,2020-11-09,
314,2020-11-10,
315,2020-11-11,
316,2020-11-12,
317,2020-11-13,
318,2020-11-14,
319,2020-11-15,
320,2020-11-16,
321,2020-11-17,
322,2020-11-18,
323,2020-11-19,
324,2020-11-20,
325,2020-11-21,
326,2020-11-22,
327,2020-11-23,
328,2020-11-24,
329,2020-11-25,
330,2020-11-26,
331,2020-11-27,
332,2020-11-28,
333,2020-11-29,
334,2020-11-30,
335,2020-12-01,
336,2020-12-02,
337,2020-12-03,
338,2020-12-04,
339,2020-12-05,
340,2020-12-06,
341,2020-12-07,
342,2020-12-08,
343,2020-12-09,
344,2020-12-10,
345,2020-12-11,
346,2020-12-12,
347,2020-12-13,
348,2020-12-14,
349,2020-12-15,
350,2020-12-16,
351,2020-12-17,
352,2020-12-18,
353,2020-12-19,
354,2020-12-20,
355,2020-12-21,
356,2020-12-22,
357,2020-12-23,
358,2020-12-24,
359,2020-12-25,
360,2020-12-26,
361,2020-12-27,
362,2020-12-28,
363,2020-12-29,
364,2020-12-30,
365,2020-12-31,
366,2021-01-01,
367,2021-01-02,
368,2021-01-03,
369,2021-01-04,
370,2021-01-05,
371,2021-01-06,
372,2021-01-07,
373,2021-01-08,
374,2021-01-09,
375,2021-01-10,
376,2021-01-11,
377,2021-01-12,
378,2021-01-13,
379,2021-01-14,
380,2021-01-15,
381,2021-01-16,
382,2021-01-17,
383,2021-01-18,
384,2021-01-19,
385,2021-01-20,
386,2021-01-21,
387,2021-01-22,
388,2021-01-23,
389,2021-01-24,
390,2021-01-25,
391,2021-01-26,
392,2021-01-27,
393,2021-01-28,
394,2021-01-29,
395,2021-01-30,
396,2021-01-31,
397,2021-02-01,
398,2021-02-02,
399,2021-02-03,
400,2021-02-04,
401,2021-02-05,
402,2021-02-06,
403,2021-02-07,
404,2021-02-08,
405,2021-02-09,
406,2021-02-10,
407,2021-02-11,
408,2021-02-12,
409,2021-02-13,
410,2021-02-14,
411,2021-02-15,
412,2021-02-16,
413,2021-02-17,
414,2021-02-18,
415,2021-02-19,
416,2021-02-20,
417,2021-02-21,
418,2021-02-22,
419,2021-02-23,
420,2021-02-24,
421,2021-02-25,
422,2021-02-26,
423,2021-02-27,
424,2021-02-28,
425,2021-03-01,
426,2021-03-02,
427,2021-03-03,
428,2021-03-04,
429,2021-03-05,
430,2021-03-06,
431,2021-03-07,
432,2021-03-08,
433,2021-03-09,
434,2021-03-10,
435,2021-03-11,
436,2021-03-12,
437,2021-03-13,
438,2021-03-14,
439,2021-03-15,
440,2021-03-16,
441,2021-03-17,
442,2021-03-18,
443,2021-03-19,
444,2021-03-20,
445,2021-03-21,
446,2021-03-22,
447,2021-03-23,
448,2021-03-24,
449,2021-03-25,
450,2021-03-26,
451,2021-03-27,
452,2021-03-28,
453,2021-03-29,
454,2021-03-30,
455,2021-03-31,
456,2021-04-01,
457,2021-04-02,
458,2021-04-03,
459,2021-04-04,
460,2021-04-05,
461,2021-04-06,
462,2021-04-07,
463,2021-04-08,
464,2021-04-09,
465,2021-04-10,
466,2021-04-11,
467,2021-04-12,
468,2021-04-13,
469,2021-04-14,
470,2021-04-15,
471,2021-04-16,
472,2021-04-17,
473,2021-04-18,
474,2021-04-19,
475,2021-04-20,
476,2021-04-21,
477,2021-04-22,
478,2021-04-23,
479,2021-04-24,
480,2021-04-25,
481,2021-04-26,
482,2021-04-27,
483,2021-04-28,
484,2021-04-29,
485,2021-04-30,
486,2021-05-01,
487,2021-05-02,
488,2021-05-03,
489,2021-05-04,
490,2021-05-05,
491,2021-05-06,
492,2021-05-07,
493,2021-05-08,
494,2021-05-09,
495,2021-05-10,
496,2021-05-11,
497,2021-05-12,
498,2021-05-13,
499,2021-05-14,
500,2021-05-15,
501,2021-05-16,
502,2021-05-17,
503,2021-05-18,
504,2021-05-19,
505,2021-05-20,
506,2021-05-21,
507,2021-05-22,
508,2021-05-23,
509,2021-05-24,
510,2021-05-25,
511,2021-05-26,
512,2021-05-27,
513,2021-05-28,
514,2021-05-29,
515,2021-05-30,
516,2021-05-31,
517,2021-06-01,
518,2021-06-02,
519,2021-06-03,
520,2021-06-04,
521,2021-06-05,
522,2021-06-06,
523,2021-06-07,
524,2021-06-08,
525,2021-06-09,
526,2021-06-10,
527,2021-06-11,
528,2021-06-12,
529,2021-06-13,
530,2021-06-14,
531,2021-06-15,
532,2021-06-16,
533,2021-06-17,
534,2021-06-18,
535,2021-06-19,
536,2021-06-20,
537,2021-06-21,
538,2021-06-22,
539,2021-06-23,
540,2021-06-24,
541,2021-06-25,
542,2021-06-26,
543,2021-06-27,
544,2021-06-28,
545,2021-06-29,
546,2021-06-30,
547,2021-07-01,
548,2021-07-02,
549,2021-07-03,
550,2021-07-04,
551,2021-07-05,
552,2021-07-06,
553,2021-07-07,
554,2021-07-08,
555,2021-07-09,
556,2021-07-10,
557,2021-07-11,
558,2021-07-12,
559,2021-07-13,
560,2021-07-14,
561,2021-07-15,
562,2021-07-16,
563,2021-07-17,
564,2021-07-18,
565,2021-07-19,
566,2021-07-20,
567,2021-07-21,
568,2021-07-22,
569,2021-07-23,
570,2021-07-24,
571,2021-07-25,
572,2021-07-26,
573,2021-07-27,
574,2021-07-28,
575,2021-07-29,
576,2021-07-30,
577,2021-07-31,
578,2021-08-01,
579,2021-08-02,
580,2021-08-03,
581,2021-08-04,
582,2021-08-05,
583,2021-08-06,
584,2021-08-07,
585,2021-08-08,
586,2021-08-09,
587,2021-08-10,
588,2021-08-11,
589,2021-08-12,
590,2021-08-13,
591,2021-08-14,
592,2021-08-15,
593,2021-08-16,
594,2021-08-17,
595,2021-08-18,
596,2021-08-19,
597,2021-08-20,
598,2021-08-21,
599,2021-08-22,
600,2021-08-23,
601,2021-08-24,
602,2021-08-25,
603,2021-08-26,
604,2021-08-27,
605,2021-08-28,
606,2021-08-29,
607,2021-08-30,
608,2021-08-31,
609,2021-09-01,
610,2021-09-02,
611,2021-09-03,
612,2021-09-04,
613,2021-09-05,
614,2021-09-06,
615,2021-09-07,
616,2021-09-08,
617,2021-09-09,
618,2021-09-10,
619,2021-09-11,
620,2021-09-12,
621,2021-09-13,
622,2021-09-14,
623,2021-09-15,
624,2021-09-16,
625,2021-09-17,
626,2021-09-18,
627,2021-09-19,
628,2021-09-20,
629,2021-09-21,
630,2021-09-22,
631,2021-09-23,
632,2021-09-24,
633,2021-09-25,
634,2021-09-26,
635,2021-09-27,
636,2021-09-28,
637,2021-09-29,
638,2021-09-30,
639,2021-10-01,
640,2021-10-02,
641,2021-10-03,
642,2021-10-04,
643,2021-10-05,
644,2021-10-06,
645,2021-10-07,
646,2021-10-08,
647,2021-10-09,
648,2021-10-10,
649,2021-10-11,
650,2021-10-12,
651,2021-10-13,
652,2021-10-14,
653,2021-10-15,
654,2021-10-16,
655,2021-10-17,
656,2021-10-18,
657,2021-10-19,
658,2021-10-20,
659,2021-10-21,
660,2021-10-22,
661,2021-10-23,
662,2021-10-24,
663,2021-10-25,
664,2021-10-26,
665,2021-10-27,
666,2021-10-28,
667,2021-10-29,
668,2021-10-30,
669,2021-10-31,
670,2021-11-01,
671,2021-11-02,
672,2021-11-03,
673,2021-11-04,
674,2021-11-05,
675,2021-11-06,
676,2021-11-07,
677,2021-11-08,
678,2021-11-09,
679,2021-11-10,
680,2021-11-11,
681,2021-11-12,
682,2021-11-13,
683,2021-11-14,
684,2021-11-15,
685,2021-11-16,
686,2021-11-17,
687,2021-11-18,
688,2021-11-19,
689,2021-11-20,
690,2021-11-21,
691,2021-11-22,
692,2021-11-23,
693,2021-11-24,
694,2021-11-25,
695,2021-11-26,
696,2021-11-27,
697,2021-11-28,
698,2021-11-29,
699,2021-11-30,
700,2021-12-01,
701,2021-12-02,
702,2021-12-03,
703,2021-12-04,
704,2021-12-05,
705,2021-12-06,
706,2021-12-07,
707,2021-12-08,
708,2021-12-09,
709,2021-12-10,
710,2021-12-11,
711,2021-12-12,
712,2021-12-13,
713,2021-12-14,
714,2021-12-15,
715,2021-12-16,
716,2021-12-17,
717,2021-12-18,
718,2021-12-19,
719,2021-12-20,
720,2021-12-21,
721,2021-12-22,
722,2021-12-23,
723,2021-12-24,
724,2021-12-25,
725,2021-12-26,
726,2021-12-27,
727,2021-12-28,
728,2021-12-29,
729,2021-12-30,
730,2021-12-31,
731,2022-01-01,
732,2022-01-02,
733,2022-01-03,
734,2022-01-04,
735,2022-01-05,
736,2022-01-06,
737,2022-01-07,
738,2022-01-08,
739,2022-01-09,
740,2022-01-10,
741,2022-01-11,
742,2022-01-12,
743,2022-01-13,
744,2022-01-14,
745,2022-01-15,
746,2022-01-16,
747,2022-01-17,
748,2022-01-18,
749,2022-01-19,
750,2022-01-20,
751,2022-01-21,
752,2022-01-22,
753,2022-01-23,
754,2022-01-24,
755,2022-01-25,
756,2022-01-26,
757,2022-01-27,
758,2022-01-28,
759,2022-01-29,
760,2022-01-30,
761,2022-01-31,
762,2022-02-01,
763,2022-02-02,
764,2022-02-03,
765,2022-02-04,
766,2022-02-05,
767,2022-02-06,
768,2022-02-07,
769,2022-02-08,
770,2022-02-09,
771,2022-02-10,
772,2022-02-11,
773,2022-02-12,
774,2022-02-13,
775,2022-02-14,
776,2022-02-15,
777,2022-02-16,
778,2022-02-17,
779,2022-02-18,
780,2022-02-19,
781,2022-02-20,
782,2022-02-21,
783,2022-02-22,
784,2022-02-23,
785,2022-02-24,
786,2022-02-25,
787,2022-02-26,
788,2022-02-27,
789,2022-02-28,
790,2022-03-01,
791,2022-03-02,
792,2022-03-03,
793,2022-03-04,
794,2022-03-05,
795,2022-03-06,
796,2022-03-07,
797,2022-03-08,
798,2022-03-09,
799,2022-03-10,
800,2022-03-11,
801,2022-03-12,
802,2022-03-13,
803,2022-03-14,
804,2022-03-15,
805,2022-03-16,
806,2022-03-17,
807,2022-03-18,
808,2022-03-19,
809,2022-03-20,
810,2022-03-21,
811,2022-03-22,
812,2022-03-23,
813,2022-03-24,
814,2022-03-25,
815,2022-03-26,
816,2022-03-27,
817,2022-03-28,
818,2022-03-29,
819,2022-03-30,
820,2022-03-31,
821,2022-04-01,
822,2022-04-02,
823,2022-04-03,
824,2022-04-04,
825,2022-04-05,
826,2022-04-06,
827,2022-04-07,
828,2022-04-08,
829,2022-04-09,
830,2022-04-10,
831,2022-04-11,
832,2022-04-12,
833,2022-04-13,
834,2022-04-14,
835,2022-04-15,
836,2022-04-16,
837,2022-04-17,
838,2022-04-18,
839,2022-04-19,
840,2022-04-20,
841,2022-04-21,
842,2022-04-22,
843,2022-04-23,
844,2022-04-24,
845,2022-04-25,
846,2022-04-26,
847,2022-04-27,
848,2022-04-28,
849,2022-04-29,
850,2022-04-30,
851,2022-05-01,
852,2022-05-02,
853,2022-05-03,
854,2022-05-04,
855,2022-05-05,
856,2022-05-06,
857,2022-05-07,
858,2022-05-08,
859,2022-05-09,
860,2022-05-10,
861,2022-05-11,
862,2022-05-12,
863,2022-05-13,
864,2022-05-14,
865,2022-05-15,
866,2022-05-16,
867,2022-05-17,
868,2022-05-18,
869,2022-05-19,
870,2022-05-20,
871,2022-05-21,
872,2022-05-22,
873,2022-05-23,
874,2022-05-24,
875,2022-05-25,
876,2022-05-26,
877,2022-05-27,
878,2022-05-28,
879,2022-05-29,
880,2022-05-30,
881,2022-05-31,
882,2022-06-01,
883,2022-06-02,
884,2022-06-03,
885,2022-06-04,
886,2022-06-05,
887,2022-06-06,
888,2022-06-07,
889,2022-06-08,
890,2022-06-09,
891,2022-06-10,
892,2022-06-11,
893,2022-06-12,
894,2022-06-13,
895,2022-06-14,
896,2022-06-15,
897,2022-06-16,
898,2022-06-17,
899,2022-06-18,
900,2022-06-19,
901,2022-06-20,
902,2022-06-21,
903,2022-06-22,
904,2022-06-23,
905,2022-06-24,
906,2022-06-25,
907,2022-06-26,
908,2022-06-27,
909,2022-06-28,
910,2022-06-29,
911,2022-06-30,
912,2022-07-01,
913,2022-07-02,
914,2022-07-03,
915,2022-07-04,
916,2020-01-04,0.06
917,2020-01-09,0.53
918,2020-01-11,0.15
919,2020-01-13,0.06
920,2020-01-14,0.71
921,2020-01-16,0.04
922,2020-01-17,1.08
923,2020-01-21,0.01
924,2020-01-22,0.52
925,2020-01-26,0.36
926,2020-01-28,0.02
927,2020-01-29,0.27
928,2020-03-07,0.03
929,2020-03-08,0.6
930,2020-03-14,0.25
931,2020-03-15,0.68
932,2020-03-16,0.13
933,2020-03-18,0.09
934,2020-03-19,0.11
935,2020-03-23,0.06
936,2020-03-24,0.02
937,2020-03-25,0.44
938,2020-03-26,0.0
939,2020-03-27,0.0
940,2020-03-28,0.01
941,2020-03-29,0.1
942,2020-03-30,0.14
943,2020-03-31,0.0
944,2020-04-05,0.67
945,2020-04-06,0.15
946,2020-04-07,0.67
947,2020-04-09,0.05
948,2020-05-03,0.01
949,2020-05-12,0.16
950,2020-05-14,0.03
951,2020-05-15,0.18
952,2020-05-17,0.42
953,2020-05-18,0.15
954,2020-05-30,0.01
955,2020-06-13,0.0
956,2020-06-20,0.01
957,2020-06-23,0.02
958,2020-06-27,0.01
959,2020-07-20,0.0
960,2020-07-21,0.03
961,2020-07-22,0.02
962,2020-07-23,0.01
963,2020-08-11,0.01
964,2020-08-16,0.03
965,2020-08-17,0.0
966,2020-08-18,0.0
967,2020-08-24,0.0
968,2020-09-09,0.01
969,2020-10-07,0.01
970,2020-10-09,0.02
971,2020-10-11,0.06
972,2020-11-09,0.03
973,2020-11-11,0.02
974,2020-11-14,0.52
975,2020-11-18,1.06
976,2020-11-19,0.01
977,2020-12-12,0.63
978,2020-12-13,0.3
979,2020-12-14,0.71
980,2020-12-17,0.69
981,2020-12-26,0.42
982,2020-12-28,0.14
983,2020-12-29,0.03
984,2020-12-31,0.4
985,2021-01-02,0.24
986,2021-01-03,0.12
987,2021-01-04,0.13
988,2021-01-05,0.49
989,2021-01-07,0.04
990,2021-01-08,0.04
991,2021-01-10,0.0
992,2021-01-11,0.0
993,2021-01-12,0.0
994,2021-01-13,0.0
995,2021-01-22,0.15
996,2021-01-23,0.18
997,2021-01-25,0.11
998,2021-01-27,1.21
999,2021-01-28,0.74
1000,2021-01-29,0.37
1001,2021-02-01,0.0
1002,2021-02-02,0.68
1003,2021-02-04,0.02
1004,2021-02-10,0.0
1005,2021-02-12,1.01
1006,2021-02-13,0.07
1007,2021-02-14,0.05
1008,2021-02-15,0.4
1009,2021-02-16,0.39
1010,2021-02-19,0.46
1011,2021-02-20,0.18
1012,2021-03-06,0.2
1013,2021-03-09,0.02
1014,2021-03-10,0.53
1015,2021-03-11,0.15
1016,2021-03-15,0.2
1017,2021-03-16,0.01
1018,2021-03-18,0.02
1019,2021-03-19,0.63
1020,2021-04-25,0.09
1021,2021-04-26,0.42
1022,2021-05-16,0.01
1023,2021-05-17,0.02
1024,2021-06-14,0.04
1025,2021-07-01,0.01
1026,2021-07-04,0.02
1027,2021-07-05,0.01
1028,2021-07-13,0.01
1029,2021-07-25,0.01
1030,2021-07-26,0.02
1031,2021-08-05,0.01
1032,2021-08-07,0.01
1033,2021-08-08,0.01
1034,2021-09-01,0.0
1035,2021-09-02,0.0
1036,2021-09-03,0.0
1037,2021-09-04,0.0
1038,2021-09-05,0.0
1039,2021-09-06,0.0
1040,2021-09-07,0.0
1041,2021-09-08,0.0
1042,2021-09-09,0.0
1043,2021-09-10,0.0
1044,2021-09-11,0.0
1045,2021-09-12,0.0
1046,2021-09-13,0.0
1047,2021-09-14,0.0
1048,2021-09-15,0.0
1049,2021-09-16,0.0
1050,2021-09-17,0.0
1051,2021-09-18,0.0
1052,2021-09-19,0.46
1053,2021-09-20,0.0
1054,2021-09-21,0.0
1055,2021-09-22,0.0
1056,2021-09-23,0.0
1057,2021-09-24,0.0
1058,2021-09-25,0.0
1059,2021-09-26,0.0
1060,2021-09-27,0.0
1061,2021-09-28,0.13
1062,2021-09-29,0.0
1063,2021-09-30,0.0
1064,2021-10-01,0.0
1065,2021-10-02,0.0
1066,2021-10-03,0.0
1067,2021-10-04,0.0
1068,2021-10-05,0.0
1069,2021-10-06,0.0
1070,2021-10-07,0.0
1071,2021-10-08,0.0
1072,2021-10-09,0.0
1073,2021-10-10,0.0
1074,2021-10-11,0.0
1075,2021-10-12,0.0
1076,2021-10-13,0.0
1077,2021-10-14,0.0
1078,2021-10-15,0.0
1079,2021-10-16,0.0
1080,2021-10-17,0.0
1081,2021-10-18,0.11
1082,2021-10-19,0.0
1083,2021-10-20,0.2
1084,2021-10-21,1.77
1085,2021-10-22,1.84
1086,2021-10-23,0.06
1087,2021-10-24,2.72
1088,2021-10-25,5.56
1089,2021-10-26,0.0
1090,2021-10-27,0.0
1091,2021-10-28,0.0
1092,2021-10-29,0.0
1093,2021-10-30,0.02
1094,2021-10-31,0.17
1095,2021-11-01,0.06
1096,2021-11-02,0.99
1097,2021-11-03,0.0
1098,2021-11-04,0.44
1099,2021-11-05,0.0
1100,2021-11-06,0.0
1101,2021-11-07,0.0
1102,2021-11-08,0.0
1103,2021-11-09,1.83
1104,2021-11-10,0.31
1105,2021-11-11,0.0
1106,2021-11-12,0.0
1107,2021-11-13,0.0
1108,2021-11-14,0.0
1109,2021-11-15,0.0
1110,2021-11-16,0.0
1111,2021-11-17,0.0
1112,2021-11-18,0.0
1113,2021-11-19,0.02
1114,2021-11-20,0.06
1115,2021-11-21,0.0
1116,2021-11-22,0.0
1117,2021-11-23,0.0
1118,2021-11-24,0.0
1119,2021-11-25,0.0
1120,2021-11-26,0.0
1121,2021-11-27,0.0
1122,2021-11-28,0.0
1123,2021-11-29,0.0
1124,2021-11-30,0.0
1125,2021-12-01,0.0
1126,2021-12-02,0.0
1127,2021-12-03,0.0
1128,2021-12-04,0.0
1129,2021-12-05,0.0
1130,2021-12-06,0.0
1131,2021-12-07,0.02
1132,2021-12-08,0.0
1133,2021-12-09,0.01
1134,2021-12-10,0.0
1135,2021-12-11,0.0
1136,2021-12-12,0.37
1137,2021-12-13,1.15
1138,2021-12-14,2.24
1139,2021-12-15,0.03
1140,2021-12-16,1.13
1141,2021-12-17,0.0
1142,2021-12-18,0.0
1143,2021-12-19,0.0
1144,2021-12-20,0.0
1145,2021-12-21,0.0
1146,2021-12-22,0.65
1147,2021-12-23,1.09
1148,2021-12-24,1.05
1149,2021-12-25,0.1
1150,2021-12-26,0.35
1151,2021-12-27,0.82
1152,2021-12-28,0.02
1153,2021-12-29,0.45
1154,2021-12-30,0.36
1155,2021-12-31,0.0
1156,2022-01-01,0.0
1157,2022-01-02,0.0
1158,2022-01-03,0.0
1159,2022-01-04,0.82
1160,2022-01-05,0.0
1161,2022-01-06,0.01
1162,2022-01-07,0.05
1163,2022-01-08,0.41
1164,2022-01-09,0.0
1165,2022-01-10,0.0
1166,2022-01-11,0.0
1167,2022-01-12,0.0
1168,2022-01-13,0.0
1169,2022-01-14,0.0
1170,2022-01-15,0.0
1171,2022-01-16,0.0
1172,2022-01-17,0.0
1173,2022-01-18,0.0
1174,2022-01-19,0.0
1175,2022-01-20,0.0
1176,2022-01-21,0.0
1177,2022-01-22,0.0
1178,2022-01-23,0.0
1179,2022-01-24,0.0
1180,2022-01-25,0.0
1181,2022-01-26,0.0
1182,2022-01-27,0.0
1183,2022-01-28,0.0
1184,2022-01-29,0.0
1185,2022-01-30,0.0
1186,2022-01-31,0.0
1187,2022-02-01,0.0
1188,2022-02-02,0.0
1189,2022-02-03,0.0
1190,2022-02-04,0.0
1191,2022-02-05,0.0
1192,2022-02-06,0.0
1193,2022-02-07,0.0
1194,2022-02-08,0.0
1195,2022-02-09,0.0
1196,2022-02-10,0.0
1197,2022-02-11,0.0
1198,2022-02-12,0.0
1199,2022-02-13,0.0
1200,2022-02-14,0.0
1201,2022-02-15,0.0
1202,2022-02-16,0.0
1203,2022-02-17,0.0
1204,2022-02-18,0.0
1205,2022-02-19,0.0
1206,2022-02-20,0.0
1207,2022-02-21,0.0
1208,2022-02-22,0.0
1209,2022-02-23,0.02
1210,2022-02-24,0.0
1211,2022-02-26,0.0
1212,2022-02-27,0.0
1213,2022-02-28,0.0
1214,2022-03-01,0.0
1215,2022-03-02,0.0
1216,2022-03-03,0.0
1217,2022-03-04,0.11
1218,2022-03-05,0.02
1219,2022-03-06,0.0
1220,2022-03-07,0.0
1221,2022-03-08,0.0
1222,2022-03-09,0.0
1223,2022-03-10,0.0
1224,2022-03-11,0.0
1225,2022-03-12,0.0
1226,2022-03-13,0.12
1227,2022-03-14,0.0
1228,2022-03-15,0.57
1229,2022-03-16,0.0
1230,2022-03-17,0.0
1231,2022-03-18,0.0
1232,2022-03-19,0.0
1233,2022-03-20,0.01
1234,2022-03-21,0.0
1235,2022-03-22,0.0
1236,2022-03-23,0.0
1237,2022-03-24,0.0
1238,2022-03-25,0.0
1239,2022-03-26,0.0
1240,2022-03-27,0.0
1241,2022-03-28,0.32
1242,2022-03-29,0.0
1243,2022-03-30,0.0
1244,2022-03-31,0.0
1245,2022-04-01,0.0
1246,2022-04-02,0.0
1247,2022-04-03,0.0
1248,2022-04-04,0.0
1249,2022-04-05,0.0
1250,2022-04-06,0.0
1251,2022-04-07,0.0
1252,2022-04-08,0.0
1253,2022-04-09,0.0
1254,2022-04-10,0.0
1255,2022-04-11,0.26
1256,2022-04-12,0.2
1257,2022-04-13,0.0
1258,2022-04-14,0.0
1259,2022-04-15,1.17
1260,2022-04-16,0.2
1261,2022-04-17,0.15
1262,2022-04-18,0.0
1263,2022-04-19,0.21
1264,2022-04-20,0.0
1265,2022-04-21,0.19
